EN,EM,Description,Composition strategy,Attribute
vast gap,🌌🌌,"[':milky_way:', ':milky_way:']",Reduplication,DISTANCE
remote island,🏝️🏝️,"[':desert_island:', ':desert_island:']",Reduplication,DISTANCE
distance run,🏃🏃,"[':person_running:', ':person_running:']",Reduplication,DISTANCE
endless desert,🏜️🏜️,"[':desert:', ':desert:']",Reduplication,DISTANCE
long haul,🚛🚛,"[':articulated_lorry:', ':articulated_lorry:']",Reduplication,DISTANCE
outlying post,🏰🏰,"[':castle:', ':castle:']",Reduplication,DISTANCE
remote vantage,🔭🔭,"[':telescope:', ':telescope:']",Reduplication,DISTANCE
long separation,↔️↔️,"[':left_right_arrow:', ':left_right_arrow:']",Reduplication,DISTANCE
far corner,🕍🕍,"[':synagogue:', ':synagogue:']",Reduplication,DISTANCE
distant star,🌟🌟,"[':glowing_star:', ':glowing_star:']",Reduplication,DISTANCE
far side,⤴️⤴️,"[':arrow_pointing_up_right:', ':arrow_pointing_up_right:']",Reduplication,DISTANCE
wicked plot,😈😈,"[':smiling_face_with_horns:', ':smiling_face_with_horns:']",Reduplication,EVIL
malevolent force,👿👿,"[':angry_face_with_horns:', ':angry_face_with_horns:']",Reduplication,EVIL
nefarious plan,💀💀,"[':skull:', ':skull:']",Reduplication,EVIL
villainous scheme,🦹‍♂️🦹‍♂️,"[':man_supervillain:', ':man_supervillain:']",Reduplication,EVIL
dark ritual,🔮🔮,"[':crystal_ball:', ':crystal_ball:']",Reduplication,EVIL
demonic laughter,😈😈,"[':smiling_face_with_horns:', ':smiling_face_with_horns:']",Reduplication,EVIL
bad omen,☠️☠️,"[':skull_and_crossbones:', ':skull_and_crossbones:']",Reduplication,EVIL
sinister grin,😼😼,"[':cat_with_wry_smile:', ':cat_with_wry_smile:']",Reduplication,EVIL
vile presence,🐍🐍,"[':snake:', ':snake:']",Reduplication,EVIL
morbid intent,⚰️⚰️,"[':coffin:', ':coffin:']",Reduplication,EVIL
malicious code,🦠🦠,"[':microbe:', ':microbe:']",Reduplication,EVIL
dark prophecy,🔯🔯,"[':dotted_six-pointed_star:', ':dotted_six-pointed_star:']",Reduplication,EVIL
monstrous act,👹👹,"[':ogre:', ':ogre:']",Reduplication,EVIL
hellish flame,🔥🔥,"[':fire:', ':fire:']",Reduplication,EVIL
cursed object,📿📿,"[':prayer_beads:', ':prayer_beads:']",Reduplication,EVIL
damned fortune,🎲🎲,"[':game_die:', ':game_die:']",Reduplication,EVIL
emotional surge,😢😢,"[':crying_face:', ':crying_face:']",Reduplication,EMOTIONALITY
intense joy,😂😂,"[':face_with_tears_of_joy:', ':face_with_tears_of_joy:']",Reduplication,EMOTIONALITY
melancholic feeling,😞😞,"[':disappointed_face:', ':disappointed_face:']",Reduplication,EMOTIONALITY
overwhelming sadness,😭😭,"[':loudly_crying_face:', ':loudly_crying_face:']",Reduplication,EMOTIONALITY
burst of anger,😠😠,"[':angry_face:', ':angry_face:']",Reduplication,EMOTIONALITY
great excitement,🤩🤩,"[':star-struck:', ':star-struck:']",Reduplication,EMOTIONALITY
emotional tension,😬😬,"[':grimacing_face:', ':grimacing_face:']",Reduplication,EMOTIONALITY
boundless happiness,😊😊,"[':smiling_face_with_smiling_eyes:', ':smiling_face_with_smiling_eyes:']",Reduplication,EMOTIONALITY
intense fear,😱😱,"[':face_screaming_in_fear:', ':face_screaming_in_fear:']",Reduplication,EMOTIONALITY
deep pity,🥺🥺,"[':pleading_face:', ':pleading_face:']",Reduplication,EMOTIONALITY
profound love,❤️❤️,"[':red_heart:', ':red_heart:']",Reduplication,EMOTIONALITY
wild enthusiasm,🤪🤪,"[':zany_face:', ':zany_face:']",Reduplication,EMOTIONALITY
emotional conflict,😕😕,"[':confused_face:', ':confused_face:']",Reduplication,EMOTIONALITY
intense shock,😲😲,"[':astonished_face:', ':astonished_face:']",Reduplication,EMOTIONALITY
emotional meltdown,🤯🤯,"[':exploding_head:', ':exploding_head:']",Reduplication,EMOTIONALITY
blissful relief,😌😌,"[':relieved_face:', ':relieved_face:']",Reduplication,EMOTIONALITY
packed stadium,🏟️🏟️,"[':stadium:', ':stadium:']",Reduplication,FULLNESS
crowded bus,🚌🚌,"[':bus:', ':bus:']",Reduplication,FULLNESS
overflowing cup,☕☕,"[':hot_beverage:', ':hot_beverage:']",Reduplication,FULLNESS
bursting container,📦📦,"[':package:', ':package:']",Reduplication,FULLNESS
jam-packed venue,🏘️🏘️,"[':houses:', ':houses:']",Reduplication,FULLNESS
full plate,🍽️🍽️,"[':fork_and_knife_with_plate:', ':fork_and_knife_with_plate:']",Reduplication,FULLNESS
overflowing bowl,🥣🥣,"[':bowl_with_spoon:', ':bowl_with_spoon:']",Reduplication,FULLNESS
stuffed suitcase,🧳🧳,"[':luggage:', ':luggage:']",Reduplication,FULLNESS
completely booked,📖📖,"[':open_book:', ':open_book:']",Reduplication,FULLNESS
fully loaded,🔋🔋,"[':battery:', ':battery:']",Reduplication,FULLNESS
saturated market,💹💹,"[':chart_increasing_with_yen:', ':chart_increasing_with_yen:']",Reduplication,FULLNESS
crammed schedule,📆📆,"[':tear-off_calendar:', ':tear-off_calendar:']",Reduplication,FULLNESS
brimming glass,🍷🍷,"[':wine_glass:', ':wine_glass:']",Reduplication,FULLNESS
swollen river,🌊🌊,"[':water_wave:', ':water_wave:']",Reduplication,FULLNESS
teeming crowd,👥👥,"[':busts_in_silhouette:', ':busts_in_silhouette:']",Reduplication,FULLNESS
completely occupied,💺💺,"[':seat:', ':seat:']",Reduplication,FULLNESS
big donor,💰💰,"[':money_bag:', ':money_bag:']",Reduplication,GENEROSITY
generous gift,🎁🎁,"[':wrapped_gift:', ':wrapped_gift:']",Reduplication,GENEROSITY
lavish tip,🪙🪙,"[':coin:', ':coin:']",Reduplication,GENEROSITY
charitable act,🤲🤲,"[':palms_up_together:', ':palms_up_together:']",Reduplication,GENEROSITY
bountiful donation,🎉🎉,"[':party_popper:', ':party_popper:']",Reduplication,GENEROSITY
openhanded offer,👐👐,"[':open_hands:', ':open_hands:']",Reduplication,GENEROSITY
magnanimous gesture,🤝🤝,"[':handshake:', ':handshake:']",Reduplication,GENEROSITY
liberal subsidy,💵💵,"[':dollar_banknote:', ':dollar_banknote:']",Reduplication,GENEROSITY
generous sponsor,🏅🏅,"[':sports_medal:', ':sports_medal:']",Reduplication,GENEROSITY
abundant grant,🏦🏦,"[':bank:', ':bank:']",Reduplication,GENEROSITY
ample offering,🍱🍱,"[':bento_box:', ':bento_box:']",Reduplication,GENEROSITY
munificent bonus,💎💎,"[':gem_stone:', ':gem_stone:']",Reduplication,GENEROSITY
rich contribution,🏆🏆,"[':trophy:', ':trophy:']",Reduplication,GENEROSITY
hearty support,🙌🙌,"[':raising_hands:', ':raising_hands:']",Reduplication,GENEROSITY
philanthropic move,🚀🚀,"[':rocket:', ':rocket:']",Reduplication,GENEROSITY
generous heart,❤️❤️,"[':red_heart:', ':red_heart:']",Reduplication,GENEROSITY
tall building,🏢🏢,"[':office_building:', ':office_building:']",Reduplication,HEIGHT
high peak,⛰️⛰️,"[':mountain:', ':mountain:']",Reduplication,HEIGHT
lofty tower,🗼🗼,"[':tokyo_tower:', ':tokyo_tower:']",Reduplication,HEIGHT
soaring height,☁️☁️,"[':cloud:', ':cloud:']",Reduplication,HEIGHT
towering ambition,📈📈,"[':chart_increasing:', ':chart_increasing:']",Reduplication,HEIGHT
elevated risk,⚠️⚠️,"[':warning:', ':warning:']",Reduplication,HEIGHT
sky-high price,💲💲,"[':heavy_dollar_sign:', ':heavy_dollar_sign:']",Reduplication,HEIGHT
steep climb,⛰️⛰️,"[':mountain:', ':mountain:']",Reduplication,HEIGHT
high vantage,🔭🔭,"[':telescope:', ':telescope:']",Reduplication,HEIGHT
lofty aspiration,🏆🏆,"[':trophy:', ':trophy:']",Reduplication,HEIGHT
monumental pillar,🗽🗽,"[':statue_of_liberty:', ':statue_of_liberty:']",Reduplication,HEIGHT
tall tale,📜📜,"[':scroll:', ':scroll:']",Reduplication,HEIGHT
high ceiling,🏠🏠,"[':house:', ':house:']",Reduplication,HEIGHT
overhead limit,🔝🔝,"[':TOP_arrow:', ':TOP_arrow:']",Reduplication,HEIGHT
uplifted spirit,💫💫,"[':dizzy:', ':dizzy:']",Reduplication,HEIGHT
vertical growth,🌱🌱,"[':seedling:', ':seedling:']",Reduplication,HEIGHT
urgent call,📞📞,"[':telephone_receiver:', ':telephone_receiver:']",Reduplication,IMMEDIACY
instant action,⚡⚡,"[':high_voltage:', ':high_voltage:']",Reduplication,IMMEDIACY
quick response,⏱️⏱️,"[':stopwatch:', ':stopwatch:']",Reduplication,IMMEDIACY
immediate effect,⏩⏩,"[':fast_forward_button:', ':fast_forward_button:']",Reduplication,IMMEDIACY
rapid turnaround,🔄🔄,"[':repeat:', ':repeat:']",Reduplication,IMMEDIACY
pressing demand,❗❗,"[':red_exclamation_mark:', ':red_exclamation_mark:']",Reduplication,IMMEDIACY
instant trigger,✨✨,"[':sparkles:', ':sparkles:']",Reduplication,IMMEDIACY
swift closure,🔐🔐,"[':closed_lock_with_key:', ':closed_lock_with_key:']",Reduplication,IMMEDIACY
immediate push,📤📤,"[':outbox_tray:', ':outbox_tray:']",Reduplication,IMMEDIACY
urgent operation,🔧🔧,"[':wrench:', ':wrench:']",Reduplication,IMMEDIACY
instant boost,🚀🚀,"[':rocket:', ':rocket:']",Reduplication,IMMEDIACY
quick fix,🩹🩹,"[':adhesive_bandage:', ':adhesive_bandage:']",Reduplication,IMMEDIACY
prompt reply,📨📨,"[':incoming_envelope:', ':incoming_envelope:']",Reduplication,IMMEDIACY
direct action,🎯🎯,"[':bullseye:', ':bullseye:']",Reduplication,IMMEDIACY
instant relief,💊💊,"[':pill:', ':pill:']",Reduplication,IMMEDIACY
rapid intervention,🆘🆘,"[':SOS_button:', ':SOS_button:']",Reduplication,IMMEDIACY
internal reflection,🤔🤔,"[':thinking_face:', ':thinking_face:']",Reduplication,INWARDNESS
private thought,💭💭,"[':thought_balloon:', ':thought_balloon:']",Reduplication,INWARDNESS
inner turmoil,😣😣,"[':persevering_face:', ':persevering_face:']",Reduplication,INWARDNESS
personal realization,💡💡,"[':light_bulb:', ':light_bulb:']",Reduplication,INWARDNESS
silent prayer,🙏🙏,"[':folded_hands:', ':folded_hands:']",Reduplication,INWARDNESS
secret yearning,🤫🤫,"[':shushing_face:', ':shushing_face:']",Reduplication,INWARDNESS
private hope,✨✨,"[':sparkles:', ':sparkles:']",Reduplication,INWARDNESS
deep introspection,🔮🔮,"[':crystal_ball:', ':crystal_ball:']",Reduplication,INWARDNESS
individual doubt,❓❓,"[':question_mark:', ':question_mark:']",Reduplication,INWARDNESS
soul searching,🕊️🕊️,"[':dove:', ':dove:']",Reduplication,INWARDNESS
hidden worry,😰😰,"[':anxious_face_with_sweat:', ':anxious_face_with_sweat:']",Reduplication,INWARDNESS
unspoken fear,😶😶,"[':face_without_mouth:', ':face_without_mouth:']",Reduplication,INWARDNESS
concealed love,💗💗,"[':growing_heart:', ':growing_heart:']",Reduplication,INWARDNESS
internal conflict,🤯🤯,"[':exploding_head:', ':exploding_head:']",Reduplication,INWARDNESS
subconscious drive,🌙🌙,"[':crescent_moon:', ':crescent_moon:']",Reduplication,INWARDNESS
quiet acceptance,😌😌,"[':relieved_face:', ':relieved_face:']",Reduplication,INWARDNESS
bright lamp,💡💡,"[':light_bulb:', ':light_bulb:']",Reduplication,LUMINOSITY
glowing lantern,🏮🏮,"[':red_paper_lantern:', ':red_paper_lantern:']",Reduplication,LUMINOSITY
radiant beam,🔦🔦,"[':flashlight:', ':flashlight:']",Reduplication,LUMINOSITY
blinding flash,📸📸,"[':camera_with_flash:', ':camera_with_flash:']",Reduplication,LUMINOSITY
dazzling glare,✨✨,"[':sparkles:', ':sparkles:']",Reduplication,LUMINOSITY
shining star,🌟🌟,"[':glowing_star:', ':glowing_star:']",Reduplication,LUMINOSITY
luminous glow,🌕🌕,"[':full_moon:', ':full_moon:']",Reduplication,LUMINOSITY
sparkling crystal,💎💎,"[':gem_stone:', ':gem_stone:']",Reduplication,LUMINOSITY
brilliant idea,💡💡,"[':light_bulb:', ':light_bulb:']",Reduplication,LUMINOSITY
radiant halo,👼👼,"[':angel:', ':angel:']",Reduplication,LUMINOSITY
gleaming mirror,🔮🔮,"[':crystal_ball:', ':crystal_ball:']",Reduplication,LUMINOSITY
glittering lights,🌃🌃,"[':night_with_stars:', ':night_with_stars:']",Reduplication,LUMINOSITY
shimmering reflection,🌅🌅,"[':sunrise:', ':sunrise:']",Reduplication,LUMINOSITY
vivid sparkle,🎆🎆,"[':fireworks:', ':fireworks:']",Reduplication,LUMINOSITY
brilliant color,🌈🌈,"[':rainbow:', ':rainbow:']",Reduplication,LUMINOSITY
bright highlight,📍📍,"[':round_pushpin:', ':round_pushpin:']",Reduplication,LUMINOSITY
left corner,⬅️⬅️,"[':left_arrow:', ':left_arrow:']",Reduplication,POSITION
right edge,➡️➡️,"[':right_arrow:', ':right_arrow:']",Reduplication,POSITION
top spot,🔝🔝,"[':TOP_arrow:', ':TOP_arrow:']",Reduplication,POSITION
bottom line,🔻🔻,"[':red_triangle_pointed_down:', ':red_triangle_pointed_down:']",Reduplication,POSITION
central point,🎯🎯,"[':bullseye:', ':bullseye:']",Reduplication,POSITION
front row,👀👀,"[':eyes:', ':eyes:']",Reduplication,POSITION
back seat,💺💺,"[':seat:', ':seat:']",Reduplication,POSITION
upper level,⏫⏫,"[':fast_up_button:', ':fast_up_button:']",Reduplication,POSITION
lower tier,⏬⏬,"[':fast_down_button:', ':fast_down_button:']",Reduplication,POSITION
outer circle,⚪⚪,"[':white_circle:', ':white_circle:']",Reduplication,POSITION
inner ring,⚫⚫,"[':black_circle:', ':black_circle:']",Reduplication,POSITION
primary location,📍📍,"[':round_pushpin:', ':round_pushpin:']",Reduplication,POSITION
secondary spot,📌📌,"[':pushpin:', ':pushpin:']",Reduplication,POSITION
adjacent area,↔️↔️,"[':left_right_arrow:', ':left_right_arrow:']",Reduplication,POSITION
underneath layer,🔽🔽,"[':downwards_button:', ':downwards_button:']",Reduplication,POSITION
overhead mark,🔼🔼,"[':upwards_button:', ':upwards_button:']",Reduplication,POSITION
huge amount,➕➕,"[':heavy_plus_sign:', ':heavy_plus_sign:']",Reduplication,QUANTITY
small amount,➖➖,"[':heavy_minus_sign:', ':heavy_minus_sign:']",Reduplication,QUANTITY
plentiful supply,🔆🔆,"[':bright_button:', ':bright_button:']",Reduplication,QUANTITY
scant resources,🔅🔅,"[':dim_button:', ':dim_button:']",Reduplication,QUANTITY
abundant stock,📦📦,"[':package:', ':package:']",Reduplication,QUANTITY
limited edition,❌❌,"[':cross_mark:', ':cross_mark:']",Reduplication,QUANTITY
excess items,♾️♾️,"[':infinity:', ':infinity:']",Reduplication,QUANTITY
minimum load,📉📉,"[':chart_decreasing:', ':chart_decreasing:']",Reduplication,QUANTITY
maximum capacity,📈📈,"[':chart_increasing:', ':chart_increasing:']",Reduplication,QUANTITY
countless reasons,🔢🔢,"[':input_numbers:', ':input_numbers:']",Reduplication,QUANTITY
very few,1️⃣1️⃣,"[':keycap_digit_one:', ':keycap_digit_one:']",Reduplication,QUANTITY
a handful,✋✋,"[':raised_hand:', ':raised_hand:']",Reduplication,QUANTITY
overabundance,🔔🔔,"[':bell:', ':bell:']",Reduplication,QUANTITY
ample supply,💲💲,"[':heavy_dollar_sign:', ':heavy_dollar_sign:']",Reduplication,QUANTITY
moderate count,🧮🧮,"[':abacus:', ':abacus:']",Reduplication,QUANTITY
tiny fraction,🔽🔽,"[':small_red_triangle_down:', ':small_red_triangle_down:']",Reduplication,QUANTITY
massive ship,🚢🚢,"[':ship:', ':ship:']",Reduplication,SIZE
tiny particle,🔬🔬,"[':microscope:', ':microscope:']",Reduplication,SIZE
gigantic crowd,🧑‍🤝‍🧑🧑‍🤝‍🧑,"[':people_holding_hands:', ':people_holding_hands:']",Reduplication,SIZE
enormous statue,🗽🗽,"[':statue_of_liberty:', ':statue_of_liberty:']",Reduplication,SIZE
miniature figure,🧍🧍,"[':person_standing:', ':person_standing:']",Reduplication,SIZE
great whale,🐋🐋,"[':whale:', ':whale:']",Reduplication,SIZE
huge mountain,🏔️🏔️,"[':snow-capped_mountain:', ':snow-capped_mountain:']",Reduplication,SIZE
tiny footprint,👣👣,"[':footprints:', ':footprints:']",Reduplication,SIZE
colossal building,🏠🏠,"[':house:', ':house:']",Reduplication,SIZE
little ant,🐜🐜,"[':ant:', ':ant:']",Reduplication,SIZE
massive explosion,💥💥,"[':collision:', ':collision:']",Reduplication,SIZE
mini library,📚📚,"[':books:', ':books:']",Reduplication,SIZE
grand palace,🏰🏰,"[':castle:', ':castle:']",Reduplication,SIZE
small seed,🌱🌱,"[':seedling:', ':seedling:']",Reduplication,SIZE
great wave,🌊🌊,"[':water_wave:', ':water_wave:']",Reduplication,SIZE
minute detail,🔎🔎,"[':magnifying_glass_tilted_right:', ':magnifying_glass_tilted_right:']",Reduplication,SIZE
scorching sun,🥵🥵,"[':hot_face:', ':hot_face:']",Reduplication,TEMPERATURE
icy wind,🥶🥶,"[':cold_face:', ':cold_face:']",Reduplication,TEMPERATURE
lukewarm bath,🛁🛁,"[':bathtub:', ':bathtub:']",Reduplication,TEMPERATURE
freezing rain,🌨️🌨️,"[':cloud_with_snow:', ':cloud_with_snow:']",Reduplication,TEMPERATURE
mild climate,🌤️🌤️,"[':sun_behind_small_cloud:', ':sun_behind_small_cloud:']",Reduplication,TEMPERATURE
cool shade,🌳🌳,"[':deciduous_tree:', ':deciduous_tree:']",Reduplication,TEMPERATURE
warm beverage,☕☕,"[':hot_beverage:', ':hot_beverage:']",Reduplication,TEMPERATURE
heated argument,🔥🔥,"[':fire:', ':fire:']",Reduplication,TEMPERATURE
frosty reception,❄️❄️,"[':snowflake:', ':snowflake:']",Reduplication,TEMPERATURE
steamy sauna,🧖‍♂️🧖‍♂️,"[':man_in_steamy_room:', ':man_in_steamy_room:']",Reduplication,TEMPERATURE
chilly greeting,🥶🥶,"[':cold_face:', ':cold_face:']",Reduplication,TEMPERATURE
boiling point,♨️♨️,"[':hot_springs:', ':hot_springs:']",Reduplication,TEMPERATURE
tepid response,🤔🤔,"[':thinking_face:', ':thinking_face:']",Reduplication,TEMPERATURE
sizzling plate,🍳🍳,"[':cooking:', ':cooking:']",Reduplication,TEMPERATURE
glacial pace,🧊🧊,"[':ice:', ':ice:']",Reduplication,TEMPERATURE
balmy breeze,💨💨,"[':dashing_away:', ':dashing_away:']",Reduplication,TEMPERATURE
dense fog,🌫️🌫️🌫️,"[':fog:', ':fog:', ':fog:']",Reduplication,THICKNESS
thick smoke,💨💨,"[':dashing_away:', ':dashing_away:']",Reduplication,THICKNESS
thin layer,📄📄,"[':page_facing_up:', ':page_facing_up:']",Reduplication,THICKNESS
viscous slime,🦠🦠,"[':microbe:', ':microbe:']",Reduplication,THICKNESS
heavy mist,🌁🌁,"[':foggy:', ':foggy:']",Reduplication,THICKNESS
slight coating,🩹🩹,"[':adhesive_bandage:', ':adhesive_bandage:']",Reduplication,THICKNESS
fat wedge,🍰🍰,"[':shortcake:', ':shortcake:']",Reduplication,THICKNESS
narrow slice,🔪🔪,"[':kitchen_knife:', ':kitchen_knife:']",Reduplication,THICKNESS
chubby margin,📏📏,"[':straight_ruler:', ':straight_ruler:']",Reduplication,THICKNESS
thick crust,🍕🍕,"[':pizza:', ':pizza:']",Reduplication,THICKNESS
fine membrane,🥚🥚,"[':egg:', ':egg:']",Reduplication,THICKNESS
bulky padding,💺💺,"[':seat:', ':seat:']",Reduplication,THICKNESS
solid shield,🛡️🛡️,"[':shield:', ':shield:']",Reduplication,THICKNESS
hollow shell,🐚🐚,"[':spiral_shell:', ':spiral_shell:']",Reduplication,THICKNESS
layered pastry,🥐🥐,"[':croissant:', ':croissant:']",Reduplication,THICKNESS
robust barrier,🚧🚧,"[':construction:', ':construction:']",Reduplication,THICKNESS
loud noise,🔊🔊,"[':loudspeaker:', ':loudspeaker:']",Reduplication,VOLUME
soft whisper,🤫🤫,"[':shushing_face:', ':shushing_face:']",Reduplication,VOLUME
deafening roar,🦁🦁,"[':lion:', ':lion:']",Reduplication,VOLUME
faint echo,🌬️🌬️,"[':wind_face:', ':wind_face:']",Reduplication,VOLUME
blaring horn,📢📢,"[':loudspeaker:', ':loudspeaker:']",Reduplication,VOLUME
muted tone,🔇🔇,"[':mute:', ':mute:']",Reduplication,VOLUME
thunderous applause,👏👏,"[':clapping_hands:', ':clapping_hands:']",Reduplication,VOLUME
whispering hush,🤐🤐,"[':zipper_mouth_face:', ':zipper_mouth_face:']",Reduplication,VOLUME
ear-splitting scream,😱😱,"[':face_screaming_in_fear:', ':face_screaming_in_fear:']",Reduplication,VOLUME
inaudible murmur,😶😶,"[':face_without_mouth:', ':face_without_mouth:']",Reduplication,VOLUME
sonorous chant,🔔🔔,"[':bell:', ':bell:']",Reduplication,VOLUME
muffled cry,😢😢,"[':crying_face:', ':crying_face:']",Reduplication,VOLUME
booming bass,🎶🎶,"[':musical_notes:', ':musical_notes:']",Reduplication,VOLUME
shrill note,🎵🎵,"[':musical_note:', ':musical_note:']",Reduplication,VOLUME
echoing call,🗣️🗣️,"[':speaking_head:', ':speaking_head:']",Reduplication,VOLUME
quiet hum,🤔🤔,"[':thinking_face:', ':thinking_face:']",Reduplication,VOLUME
heavy burden,🏋️🏋️,"[':person_lifting_weights:', ':person_lifting_weights:']",Reduplication,WEIGHT
light feather,🪶🪶,"[':feather:', ':feather:']",Reduplication,WEIGHT
weighing anchor,⚓⚓,"[':anchor:', ':anchor:']",Reduplication,WEIGHT
massive cargo,🚛🚛,"[':articulated_lorry:', ':articulated_lorry:']",Reduplication,WEIGHT
bulky package,📦📦,"[':package:', ':package:']",Reduplication,WEIGHT
light load,🧺🧺,"[':basket:', ':basket:']",Reduplication,WEIGHT
hefty equipment,🛢️🛢️,"[':oil_drum:', ':oil_drum:']",Reduplication,WEIGHT
substantial freight,🚢🚢,"[':ship:', ':ship:']",Reduplication,WEIGHT
slight baggage,🛍️🛍️,"[':shopping_bags:', ':shopping_bags:']",Reduplication,WEIGHT
weighty issue,⚖️⚖️,"[':balance_scale:', ':balance_scale:']",Reduplication,WEIGHT
light suitcase,🧳🧳,"[':luggage:', ':luggage:']",Reduplication,WEIGHT
laden cart,🛒🛒,"[':shopping_cart:', ':shopping_cart:']",Reduplication,WEIGHT
overloaded trunk,🚗🚗,"[':automobile:', ':automobile:']",Reduplication,WEIGHT
slim portfolio,💼💼,"[':briefcase:', ':briefcase:']",Reduplication,WEIGHT
heavy anchor,⚓⚓,"[':anchor:', ':anchor:']",Reduplication,WEIGHT
massive barbell,🏋️‍♂️🏋️‍♂️,"[':man_lifting_weights:', ':man_lifting_weights:']",Reduplication,WEIGHT
suitable gift,🎁✔️,"[':wrapped_gift:', ':check_mark:']",Direct,APPROPRIATENESS
fitting outfit,🥼👍,"[':lab_coat:', ':thumbs_up:']",Direct,APPROPRIATENESS
proper manners,🫶🙂,"[':heart_hands:', ':slightly_smiling_face:']",Direct,APPROPRIATENESS
appropriate language,🗣✔️,"[':speaking_head:', ':check_mark:']",Direct,APPROPRIATENESS
correct approach,➡️👌,"[':right_arrow:', ':OK_hand:']",Direct,APPROPRIATENESS
decent conduct,🙂🤝,"[':slightly_smiling_face:', ':handshake:']",Direct,APPROPRIATENESS
fitting response,👏✔️,"[':clapping_hands:', ':check_mark:']",Direct,APPROPRIATENESS
apt position,📌✅,"[':pushpin:', ':check_mark_button:']",Direct,APPROPRIATENESS
lucky charm,🍀✨,"[':four_leaf_clover:', ':sparkles:']",Direct,AUSPICIOUSNESS
favorable sign,🔮💫,"[':crystal_ball:', ':dizzy:']",Direct,AUSPICIOUSNESS
promising omen,🕊️🌈,"[':dove:', ':rainbow:']",Direct,AUSPICIOUSNESS
fortuitous event,🥠🎉,"[':fortune_cookie:', ':party_popper:']",Direct,AUSPICIOUSNESS
bright destiny,☀️🔮,"[':sun:', ':crystal_ball:']",Direct,AUSPICIOUSNESS
golden chance,🪙🌟,"[':coin:', ':glowing_star:']",Direct,AUSPICIOUSNESS
prosperous sign,💎🕊️,"[':gem_stone:', ':dove:']",Direct,AUSPICIOUSNESS
shining luck,🌟🍀,"[':glowing_star:', ':four_leaf_clover:']",Direct,AUSPICIOUSNESS
spotless room,🧼🏠,"[':soap:', ':house:']",Direct,CLEANNESS
pure plate,🧽🍽️,"[':sponge:', ':fork_and_knife_with_plate:']",Direct,CLEANNESS
pristine floor,🧹✨,"[':broom:', ':sparkles:']",Direct,CLEANNESS
hygienic kitchen,🧼🍳,"[':soap:', ':cooking:']",Direct,CLEANNESS
sanitized hands,🧴🖐,"[':lotion_bottle:', ':hand_with_fingers_splayed:']",Direct,CLEANNESS
tidy closet,🚪🧹,"[':door:', ':broom:']",Direct,CLEANNESS
disinfected surfaces,🧴✨,"[':lotion_bottle:', ':sparkles:']",Direct,CLEANNESS
immaculate uniform,🧼👔,"[':soap:', ':necktie:']",Direct,CLEANNESS
clear guidance,✔️🗺️,"[':check_mark:', ':world_map:']",Direct,CLARITY
explicit rule,🗣️👉,"[':speaking_head:', ':backhand_index_pointing_right:']",Direct,CLARITY
understandable terms,📝😃,"[':memo:', ':smiling_face_with_open_mouth:']",Direct,CLARITY
transparent policy,🔎📜,"[':magnifying_glass_tilted_right:', ':scroll:']",Direct,CLARITY
direct statement,➡️💬,"[':right_arrow:', ':speech_balloon:']",Direct,CLARITY
unambiguous direction,🧭✅,"[':compass:', ':check_mark_button:']",Direct,CLARITY
obvious conclusion,💡🏁,"[':light_bulb:', ':chequered_flag:']",Direct,CLARITY
plain explanation,👀🗣,"[':eyes:', ':speaking_head:']",Direct,CLARITY
transparent glass,🥃✨,"[':tumbler_glass:', ':sparkles:']",Direct,CLEARNESS
crystalline water,💧💎,"[':droplet:', ':gem_stone:']",Direct,CLEARNESS
lucid reflection,🪞🔆,"[':mirror:', ':bright_button:']",Direct,CLEARNESS
shining window,🪟🌟,"[':window:', ':glowing_star:']",Direct,CLEARNESS
unclouded mirror,🪞👀,"[':mirror:', ':eyes:']",Direct,CLEARNESS
see-through shield,🛡️🔎,"[':shield:', ':magnifying_glass_tilted_right:']",Direct,CLEARNESS
pure lens,👓💯,"[':glasses:', ':hundred_points:']",Direct,CLEARNESS
pristine screen,📱✨,"[':mobile_phone:', ':sparkles:']",Direct,CLEARNESS
vivid painting,🎨🌈,"[':artist_palette:', ':rainbow:']",Direct,COLOR
pale wallpaper,🖼️🤍,"[':framed_picture:', ':white_heart:']",Direct,COLOR
bright curtains,🔆🪟,"[':bright_button:', ':window:']",Direct,COLOR
pastel design,🌸🟦,"[':cherry_blossom:', ':blue_square:']",Direct,COLOR
neon jacket,🔆🧥,"[':bright_button:', ':coat:']",Direct,COLOR
monotone poster,⚪⚫,"[':white_circle:', ':black_circle:']",Direct,COLOR
contrasting stripes,⚫⚪,"[':black_circle:', ':white_circle:']",Direct,COLOR
rainbow logo,🌈📛,"[':rainbow:', ':name_badge:']",Direct,COLOR
shared ground,👥🌍,"[':busts_in_silhouette:', ':globe_showing_Europe-Africa:']",Direct,COMMONALITY
mutual territory,🤝🏞,"[':handshake:', ':national_park:']",Direct,COMMONALITY
collective park,👥🏕,"[':busts_in_silhouette:', ':camping:']",Direct,COMMONALITY
joint area,✌️🏠,"[':victory_hand:', ':house:']",Direct,COMMONALITY
communal space,👨‍👩‍👧‍👦🏘️,"[':family:', ':houses:']",Direct,COMMONALITY
public zone,🏫👥,"[':school:', ':busts_in_silhouette:']",Direct,COMMONALITY
universal yard,🌐🏡,"[':globe_with_meridians:', ':house_with_garden:']",Direct,COMMONALITY
