EN,EM,Description,Composition strategy,Attribute
nappy hacienda,♨️💧,"[':hot_springs:', ':droplet:']",Direct,Negative_Random
super feeding,🥈⚙️🌑,"[':2nd_place_medal:', ':gear:', ':new_moon:']",Direct,Negative_Random
weary coleslaw,↘️🏷️,"[':down-right_arrow:', ':label:']",Direct,Negative_Random
abstracted meter,📛🌡️🫕,"[':name_badge:', ':thermometer:', ':fondue:']",Direct,Negative_Random
longing flugelhorn,☝️👨‍🦲,"[':index_pointing_up:', ':man_bald:']",Direct,Negative_Random
languid snowflake,⏳📕,"[':hourglass_not_done:', ':closed_book:']",Direct,Negative_Random
squealing tornado,"🔥,😐😡","[':fire:', ',', ':neutral_face:', ':pouting_face:']",Direct,Negative_Random
noxious concern,🖌️🙅💦,"[':paintbrush:', ':person_gesturing_NO:', ':sweat_droplets:']",Direct,Negative_Random
demonic glass,🏋⚙️,"[':person_lifting_weights:', ':gear:']",Direct,Negative_Random
harsh church,🎭😕,"[':performing_arts:', ':confused_face:']",Direct,Negative_Random
squalid sash,🦹‍♂️🦹‍♂️,"[':man_supervillain:', ':man_supervillain:']",Reduplication,Negative_Random
defective eternity,📉📉,"[':chart_decreasing:', ':chart_decreasing:']",Reduplication,Negative_Random
cute thermometer,🍦🍦🍦,"[':soft_ice_cream:', ':soft_ice_cream:', ':soft_ice_cream:']",Reduplication,Negative_Random
maniacal theater,😈😈,"[':smiling_face_with_horns:', ':smiling_face_with_horns:']",Reduplication,Negative_Random
healthy nicety,🌋🌋,"[':volcano:', ':volcano:']",Reduplication,Negative_Random
literate icecream,🛐🛐,"[':place_of_worship:', ':place_of_worship:']",Reduplication,Negative_Random
lamentable nightlife,🌨️🌨️,"[':cloud_with_snow:', ':cloud_with_snow:']",Reduplication,Negative_Random
crooked stench,🌌🌌,"[':milky_way:', ':milky_way:']",Reduplication,Negative_Random
optimal deed,🧳🧳,"[':luggage:', ':luggage:']",Reduplication,Negative_Random
drab spectrograph,📶📶,"[':antenna_bars:', ':antenna_bars:']",Reduplication,Negative_Random
early hotdog,🚢🚢,"[':ship:', ':ship:']",Reduplication,Negative_Random
successful spork,🔎🔎,"[':magnifying_glass_tilted_right:', ':magnifying_glass_tilted_right:']",Reduplication,Negative_Random
assorted intention,👁️👁️,"[':eye:', ':eye:']",Reduplication,Negative_Random
divergent dawn,🎶🎶,"[':musical_notes:', ':musical_notes:']",Reduplication,Negative_Random
earthy sunbonnet,💵💵,"[':dollar_banknote:', ':dollar_banknote:']",Reduplication,Negative_Random
delightful arithmetic,1️⃣1️⃣,"[':keycap_digit_one:', ':keycap_digit_one:']",Reduplication,Negative_Random
vengeful sidestream,📢📢,"[':loudspeaker:', ':loudspeaker:']",Reduplication,Negative_Random
stereotyped pollution,🌈🌈,"[':rainbow:', ':rainbow:']",Reduplication,Negative_Random
sweltering competition,🔺🔺,"[':red_triangle_pointed_up:', ':red_triangle_pointed_up:']",Reduplication,Negative_Random
embarrassed viscose,💸💸,"[':money_with_wings:', ':money_with_wings:']",Reduplication,Negative_Random
hollow elongation,🐜🐜,"[':ant:', ':ant:']",Reduplication,Negative_Random
bashful cocktail,🟨🟨,"[':yellow_square:', ':yellow_square:']",Reduplication,Negative_Random
ill senate,🏅🏅,"[':sports_medal:', ':sports_medal:']",Reduplication,Negative_Random
adamant station,🔻🔻,"[':red_triangle_pointed_down:', ':red_triangle_pointed_down:']",Reduplication,Negative_Random
heady concentration,🩹🩹,"[':adhesive_bandage:', ':adhesive_bandage:']",Reduplication,Negative_Random
abstracted bulldozer,💨💨,"[':dashing_away:', ':dashing_away:']",Reduplication,Negative_Random
average department,✅✅,"[':check_mark_button:', ':check_mark_button:']",Reduplication,Negative_Random
blue-eyed sale,🏆🏆,"[':trophy:', ':trophy:']",Reduplication,Negative_Random
fluttering twins,👿😈,"[':angry_face_with_horns:', ':smiling_face_with_horns:']",Reduplication,Negative_Random
steep exhibit,🌃🌃🌃🌃🌃,"[':night_with_stars:', ':night_with_stars:', ':night_with_stars:', ':night_with_stars:', ':night_with_stars:']",Reduplication,Negative_Random
parsimonious bidding,🐚🐚,"[':spiral_shell:', ':spiral_shell:']",Reduplication,Negative_Random
daily imprisonment,🪶🪶,"[':feather:', ':feather:']",Reduplication,Negative_Random
magical hiring,📝📝,"[':memo:', ':memo:']",Reduplication,Negative_Random
talented wound,👹👹,"[':ogre:', ':ogre:']",Reduplication,Negative_Random
mature effectiveness,🏢🏢,"[':office_building:', ':office_building:']",Reduplication,Negative_Random
strong program,📨📨,"[':incoming_envelope:', ':incoming_envelope:']",Reduplication,Negative_Random
fast curio,😮‍💨😮‍💨😮‍💨,"[':face_exhaling:', ':face_exhaling:', ':face_exhaling:']",Reduplication,Negative_Random
political asymmetry,🌸🌸,"[':cherry_blossom:', ':cherry_blossom:']",Reduplication,Negative_Random
embarrassed page,🍰🍰,"[':shortcake:', ':shortcake:']",Reduplication,Negative_Random
futuristic grassland,🟥🟥,"[':red_square:', ':red_square:']",Reduplication,Negative_Random
abrupt molar,✨✨,"[':sparkles:', ':sparkles:']",Reduplication,Negative_Random
grotesque leather,🚛🚛,"[':articulated_lorry:', ':articulated_lorry:']",Reduplication,Negative_Random
rainy glacier,🛣️🛣️,"[':motorway:', ':motorway:']",Reduplication,Negative_Random
level stain,💠💠,"[':diamond_shape_with_a_dot_inside:', ':diamond_shape_with_a_dot_inside:']",Reduplication,Negative_Random
stingy neonate,😬😬,"[':grimacing_face:', ':grimacing_face:']",Reduplication,Negative_Random
terrible seller,💻💻,"[':laptop:', ':laptop:']",Reduplication,Negative_Random
feigned counter-force,💥💥,"[':collision:', ':collision:']",Reduplication,Negative_Random
available insight,🛣️🛣️,"[':motorway:', ':motorway:']",Reduplication,Negative_Random
ratty emitter,♾️♾️,"[':infinity:', ':infinity:']",Reduplication,Negative_Random
melodic suet,🎶🎶,"[':musical_notes:', ':musical_notes:']",Reduplication,Negative_Random
important taste,🛒🛒,"[':shopping_cart:', ':shopping_cart:']",Reduplication,Negative_Random
creepy crewmen,🚧🚧,"[':construction:', ':construction:']",Reduplication,Negative_Random
noisy light,⚓⚓,"[':anchor:', ':anchor:']",Reduplication,Negative_Random
ceaseless dredger,🔮🔮,"[':crystal_ball:', ':crystal_ball:']",Reduplication,Negative_Random
dispensable bellows,🌊🌊,"[':water_wave:', ':water_wave:']",Reduplication,Negative_Random
swanky mailman,😈😈,"[':smiling_face_with_horns:', ':smiling_face_with_horns:']",Reduplication,Negative_Random
broad narrative,🔽🔽,"[':downwards_button:', ':downwards_button:']",Reduplication,Negative_Random
clammy opportunity,😰😰,"[':anxious_face_with_sweat:', ':anxious_face_with_sweat:']",Reduplication,Negative_Random
perpetual liver,🔭🔭,"[':telescope:', ':telescope:']",Reduplication,Negative_Random
flagrant steam,🦠🦠,"[':microbe:', ':microbe:']",Reduplication,Negative_Random
tasteless polo,🥶🥶,"[':cold_face:', ':cold_face:']",Reduplication,Negative_Random
quick dugout,❤️❤️,"[':red_heart:', ':red_heart:']",Reduplication,Negative_Random
alive tensor,💵💵,"[':dollar_banknote:', ':dollar_banknote:']",Reduplication,Negative_Random
horrible board,❄️❄️,"[':snowflake:', ':snowflake:']",Reduplication,Negative_Random
undesirable stalk,☀️☀️,"[':sun:', ':sun:']",Reduplication,Negative_Random
domineering colonialism,📌📌,"[':pushpin:', ':pushpin:']",Reduplication,Negative_Random
dirty literate,⏫⏫,"[':fast_up_button:', ':fast_up_button:']",Reduplication,Negative_Random
attractive director,👉👉,"[':backhand_index_pointing_right:', ':backhand_index_pointing_right:']",Reduplication,Negative_Random
noisy engine,🗽🗽,"[':statue_of_liberty:', ':statue_of_liberty:']",Reduplication,Negative_Random
childlike bore,⏩⏩,"[':fast_forward_button:', ':fast_forward_button:']",Reduplication,Negative_Random
festive homonym,💲💲💲💲,"[':heavy_dollar_sign:', ':heavy_dollar_sign:', ':heavy_dollar_sign:', ':heavy_dollar_sign:']",Reduplication,Negative_Random
exclusive glimpse,🤫🤫,"[':shushing_face:', ':shushing_face:']",Reduplication,Negative_Random
embarrassed consulate,⚠️⚠️,"[':warning:', ':warning:']",Reduplication,Negative_Random
cute knickers,⏱️⏱️,"[':stopwatch:', ':stopwatch:']",Reduplication,Negative_Random
noisy reorganisation,🥘🥘,"[':shallow_pan_of_food:', ':shallow_pan_of_food:']",Reduplication,Negative_Random
scarce CD,😨😨,"[':fearful_face:', ':fearful_face:']",Reduplication,Negative_Random
slippery tanker,📚📚,"[':books:', ':books:']",Reduplication,Negative_Random
crowded maracas,🌫️🌫️,"[':fog:', ':fog:']",Reduplication,Negative_Random
nappy viewer,❌❌,"[':cross_mark:', ':cross_mark:']",Reduplication,Negative_Random
squalid glasses,🚌🚌,"[':bus:', ':bus:']",Reduplication,Negative_Random
fluffy supermarket,▫️▫️,"[':white_small_square:', ':white_small_square:']",Reduplication,Negative_Random
forgetful borrower,🌫️🌫️🌫️,"[':fog:', ':fog:', ':fog:']",Reduplication,Negative_Random
honorable common,🌱🌱,"[':seedling:', ':seedling:']",Reduplication,Negative_Random
nostalgic nondisclosure,🚶🚶,"[':person_walking:', ':person_walking:']",Reduplication,Negative_Random
moaning saving,🤫🤫,"[':shushing_face:', ':shushing_face:']",Reduplication,Negative_Random
gorgeous incubation,🧑‍🤝‍🧑🧑‍🤝‍🧑,"[':people_holding_hands:', ':people_holding_hands:']",Reduplication,Negative_Random
determined developing,♾️♾️,"[':infinity:', ':infinity:']",Reduplication,Negative_Random
nervous expose,🏠🏠,"[':house:', ':house:']",Reduplication,Negative_Random
illegal clip,🏘️🏘️🏘️🪰🪰🪰🪰🪰,"[':houses:', ':houses:', ':houses:', ':fly:', ':fly:', ':fly:', ':fly:', ':fly:']",Reduplication,Negative_Random
heartbreaking planet,⏬⏬,"[':fast_down_button:', ':fast_down_button:']",Reduplication,Negative_Random
rapid governor,✔️✔️,"[':check_mark:', ':check_mark:']",Reduplication,Negative_Random
unusual nod,✒️✒️,"[':black_nib:', ':black_nib:']",Reduplication,Negative_Random
willing hog,🎆🎆,"[':fireworks:', ':fireworks:']",Reduplication,Negative_Random
steep stitch,🍳🍳,"[':cooking:', ':cooking:']",Reduplication,Negative_Random
long evaluator,📆📆,"[':tear-off_calendar:', ':tear-off_calendar:']",Reduplication,Negative_Random
moaning application,⚠️⚠️⚠️,"[':warning:', ':warning:', ':warning:']",Reduplication,Negative_Random
racial litigation,🌌🌌,"[':milky_way:', ':milky_way:']",Reduplication,Negative_Random
mundane dance,❄️❄️,"[':snowflake:', ':snowflake:']",Reduplication,Negative_Random
worried coonskin,📦📦📦📦📦📦📦📦📦✖️💯,"[':package:', ':package:', ':package:', ':package:', ':package:', ':package:', ':package:', ':package:', ':package:', ':multiply:', ':hundred_points:']",Reduplication,Negative_Random
nonstop biplane,😈😈😈😈,"[':smiling_face_with_horns:', ':smiling_face_with_horns:', ':smiling_face_with_horns:', ':smiling_face_with_horns:']",Reduplication,Negative_Random
nostalgic resume,🔍🔍,"[':magnifying_glass_tilted_left:', ':magnifying_glass_tilted_left:']",Reduplication,Negative_Random
crabby collagen,🌁🌁,"[':foggy:', ':foggy:']",Reduplication,Negative_Random
dirty sunbeam,⬛⬛,"[':black_large_square:', ':black_large_square:']",Reduplication,Negative_Random
gorgeous lawmaker,🤢🤢,"[':nauseated_face:', ':nauseated_face:']",Reduplication,Negative_Random
demonic alpha,🟧🟧,"[':orange_square:', ':orange_square:']",Reduplication,Negative_Random
obtainable briefly,💊💊,"[':pill:', ':pill:']",Reduplication,Negative_Random
plausible yoyo,🎵🎵,"[':musical_note:', ':musical_note:']",Reduplication,Negative_Random
numerous conspiracy,🌊🌊,"[':water_wave:', ':water_wave:']",Reduplication,Negative_Random
ruthless joke,🍲🍲,"[':pot_of_food:', ':pot_of_food:']",Reduplication,Negative_Random
absurd technician,📅📅,"[':calendar:', ':calendar:']",Reduplication,Negative_Random
envious hippopotamus,😕😕,"[':confused_face:', ':confused_face:']",Reduplication,Negative_Random
rainy futon,😱😱,"[':face_screaming_in_fear:', ':face_screaming_in_fear:']",Reduplication,Negative_Random
cowardly pepperoni,🤪🤪,"[':zany_face:', ':zany_face:']",Reduplication,Negative_Random
thankful core,🛢️🛢️,"[':oil_drum:', ':oil_drum:']",Reduplication,Negative_Random
deserted shopping,🎲🎲,"[':game_die:', ':game_die:']",Reduplication,Negative_Random
absorbing cop,🌟🌟,"[':glowing_star:', ':glowing_star:']",Reduplication,Negative_Random
wistful insect,♻️♻️,"[':recycling_symbol:', ':recycling_symbol:']",Reduplication,Negative_Random
boorish aid,📜📜,"[':scroll:', ':scroll:']",Reduplication,Negative_Random
peaceful grandfather,👥👥👥,"[':busts_in_silhouette:', ':busts_in_silhouette:', ':busts_in_silhouette:']",Reduplication,Negative_Random
funny hardboard,🥔🥔,"[':potato:', ':potato:']",Reduplication,Negative_Random
foamy larva,🕵‍♂️🕵‍♀️,"[':man_detective:', ':woman_detective:']",Reduplication,Negative_Random
drunk dictionary,❗❗,"[':red_exclamation_mark:', ':red_exclamation_mark:']",Reduplication,Negative_Random
perfect locker,☠️☠️,"[':skull_and_crossbones:', ':skull_and_crossbones:']",Reduplication,Negative_Random
bitter limitation,🥶🥶,"[':cold_face:', ':cold_face:']",Reduplication,Negative_Random
inquisitive rise,📈📈,"[':chart_increasing:', ':chart_increasing:']",Reduplication,Negative_Random
dark fishery,🕶🕶,"[':sunglasses:', ':sunglasses:']",Reduplication,Negative_Random
inexpensive curtailment,🥐🥐,"[':croissant:', ':croissant:']",Reduplication,Negative_Random
fluttering mayonnaise,➡️➡️,"[':right_arrow:', ':right_arrow:']",Reduplication,Negative_Random
endurable basin,😶😶,"[':face_without_mouth:', ':face_without_mouth:']",Reduplication,Negative_Random
capricious wing,👨‍👦👨‍👦👨‍👦👨‍👦👨‍👦👨‍👦👨‍👦,"[':family_man_boy:', ':family_man_boy:', ':family_man_boy:', ':family_man_boy:', ':family_man_boy:', ':family_man_boy:', ':family_man_boy:']",Reduplication,Negative_Random
tired moonscape,🤯🤯,"[':exploding_head:', ':exploding_head:']",Reduplication,Negative_Random
magical passenger,😟😟😟😟😟😟,"[':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:']",Reduplication,Negative_Random
cold acorn,🍜🍜,"[':steaming_bowl:', ':steaming_bowl:']",Reduplication,Negative_Random
bawdy commission,😌😌,"[':relieved_face:', ':relieved_face:']",Reduplication,Negative_Random
fair timbale,😼😼,"[':cat_with_wry_smile:', ':cat_with_wry_smile:']",Reduplication,Negative_Random
humorous tights,🙅‍♀️🙅‍♀️🙅‍♀️,"[':woman_gesturing_NO:', ':woman_gesturing_NO:', ':woman_gesturing_NO:']",Reduplication,Negative_Random
cold travel,🕰️🕰️,"[':mantelpiece_clock:', ':mantelpiece_clock:']",Reduplication,Negative_Random
volatile hierarchy,⚰️⚰️,"[':coffin:', ':coffin:']",Reduplication,Negative_Random
crowded monocle,🧍‍♂️🧍‍♂️🧍‍♂️🧍‍♂️🧍‍♂️🧍‍♂️🧍‍♂️🧍‍♂️🧍‍♂️🕍,"[':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':man_standing:', ':synagogue:']",Reduplication,Negative_Random
guarded market,👩‍👩‍👦‍👦👩‍👩‍👦‍👦👩‍👩‍👦‍👦👩‍👩‍👦‍👦👩‍👩‍👦‍👦,"[':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:', ':family_woman_woman_boy_boy:']",Reduplication,Negative_Random
unsightly membership,🔪🔪,"[':kitchen_knife:', ':kitchen_knife:']",Reduplication,Negative_Random
concerned raffle,💭💭,"[':thought_balloon:', ':thought_balloon:']",Reduplication,Negative_Random
fine eggnog,😢😢,"[':crying_face:', ':crying_face:']",Reduplication,Negative_Random
melodic currant,🦁🦁,"[':lion:', ':lion:']",Reduplication,Negative_Random
devilish teenager,🍫🍫,"[':chocolate_bar:', ':chocolate_bar:']",Reduplication,Negative_Random
glossy teenager,🥣🥣,"[':bowl_with_spoon:', ':bowl_with_spoon:']",Reduplication,Negative_Random
fluttering hackwork,⚫⚫,"[':black_circle:', ':black_circle:']",Reduplication,Negative_Random
flaky relation,📏📏,"[':straight_ruler:', ':straight_ruler:']",Reduplication,Negative_Random
lazy karate,😂😂,"[':face_with_tears_of_joy:', ':face_with_tears_of_joy:']",Reduplication,Negative_Random
zonked kiss,💎💎,"[':gem_stone:', ':gem_stone:']",Reduplication,Negative_Random
zealous pinkie,➡️➡️,"[':right_arrow:', ':right_arrow:']",Reduplication,Negative_Random
slow provision,🔽🔽,"[':small_red_triangle_down:', ':small_red_triangle_down:']",Reduplication,Negative_Random
omniscient louse,💲💲,"[':heavy_dollar_sign:', ':heavy_dollar_sign:']",Reduplication,Negative_Random
unable coverall,⏰⏰,"[':alarm_clock:', ':alarm_clock:']",Reduplication,Negative_Random
youthful songbird,😶😶,"[':face_without_mouth:', ':face_without_mouth:']",Reduplication,Negative_Random
husky shoehorn,🔁🔁,"[':repeat_single_button:', ':repeat_single_button:']",Reduplication,Negative_Random
makeshift maize,🔆🔆,"[':bright_button:', ':bright_button:']",Reduplication,Negative_Random
undesirable finish,😬😬,"[':grimacing_face:', ':grimacing_face:']",Reduplication,Negative_Random
cultured comportment,🧮🧮,"[':abacus:', ':abacus:']",Reduplication,Negative_Random
super effect,😣😣,"[':persevering_face:', ':persevering_face:']",Reduplication,Negative_Random
easy gaffer,📖📖,"[':open_book:', ':open_book:']",Reduplication,Negative_Random
skinny bronchitis,🌅🌅,"[':sunrise:', ':sunrise:']",Reduplication,Negative_Random
momentous celeriac,❗❗,"[':red_exclamation_mark:', ':red_exclamation_mark:']",Reduplication,Negative_Random
melted monger,🔮🔮,"[':crystal_ball:', ':crystal_ball:']",Reduplication,Negative_Random
loose cigarette,🔔🔔,"[':bell:', ':bell:']",Reduplication,Negative_Random
abandoned jellyfish,🔥🔥,"[':fire:', ':fire:']",Reduplication,Negative_Random
dirty giraffe,🌀🌀,"[':cyclone:', ':cyclone:']",Reduplication,Negative_Random
political wink,🟪🟪,"[':purple_square:', ':purple_square:']",Reduplication,Negative_Random
spiritual campus,🌱🌱,"[':seedling:', ':seedling:']",Reduplication,Negative_Random
crooked sphynx,📞📞,"[':telephone_receiver:', ':telephone_receiver:']",Reduplication,Negative_Random
parched architecture,🍱🍱,"[':bento_box:', ':bento_box:']",Reduplication,Negative_Random
oafish paradise,👏👏,"[':clapping_hands:', ':clapping_hands:']",Reduplication,Negative_Random
premium spell,❗❗,"[':red_exclamation_mark:', ':red_exclamation_mark:']",Reduplication,Negative_Random
mere uniformity,🔊🔊,"[':loudspeaker:', ':loudspeaker:']",Reduplication,Negative_Random
coherent luck,🆘🆘,"[':SOS_button:', ':SOS_button:']",Reduplication,Negative_Random
selfish substitution,🚀🚀,"[':rocket:', ':rocket:']",Reduplication,Negative_Random
noisy verse,🍞🍞,"[':bread:', ':bread:']",Reduplication,Negative_Random
fine hiring,😢😢,"[':crying_face:', ':crying_face:']",Reduplication,Negative_Random
squeamish counseling,🤔🤔,"[':thinking_face:', ':thinking_face:']",Reduplication,Negative_Random
adhesive otter,🔢🔢,"[':input_numbers:', ':input_numbers:']",Reduplication,Negative_Random
crazy lanai,👀👀,"[':eyes:', ':eyes:']",Reduplication,Negative_Random
trite dish,⚖️⚖️,"[':balance_scale:', ':balance_scale:']",Reduplication,Negative_Random
cloudy methodology,💡💡,"[':light_bulb:', ':light_bulb:']",Reduplication,Negative_Random
half sledge,👐👐,"[':open_hands:', ':open_hands:']",Reduplication,Negative_Random
eager dependent,🎯🎯,"[':bullseye:', ':bullseye:']",Reduplication,Negative_Random
earthy bugle,😊😊,"[':smiling_face_with_smiling_eyes:', ':smiling_face_with_smiling_eyes:']",Reduplication,Negative_Random
sparkling cashier,🔝🔝,"[':TOP_arrow:', ':TOP_arrow:']",Reduplication,Negative_Random
smiling thigh,📶📶,"[':antenna_bars:', ':antenna_bars:']",Reduplication,Negative_Random
jealous implement,🔦🔦,"[':flashlight:', ':flashlight:']",Reduplication,Negative_Random
boiling marble,😳😳,"[':flushed_face:', ':flushed_face:']",Reduplication,Negative_Random
fierce spokeswoman,🌳🌳,"[':deciduous_tree:', ':deciduous_tree:']",Reduplication,Negative_Random
miniature cytoplasm,🧳🧳,"[':luggage:', ':luggage:']",Reduplication,Negative_Random
illustrious event,💨 💨,"[':dashing_away:', ':dashing_away:']",Reduplication,Negative_Random
fallacious sole,🫕🫕,"[':fondue:', ':fondue:']",Reduplication,Negative_Random
lopsided bias,❤️❤️,"[':red_heart:', ':red_heart:']",Reduplication,Negative_Random
guiltless cheque,⛰️⛰️,"[':mountain:', ':mountain:']",Reduplication,Negative_Random
adaptable hearsay,👥👥,"[':busts_in_silhouette:', ':busts_in_silhouette:']",Reduplication,Negative_Random
muddy fahrenheit,🌙🌙,"[':crescent_moon:', ':crescent_moon:']",Reduplication,Negative_Random
melted randomization,🤔🤔,"[':thinking_face:', ':thinking_face:']",Reduplication,Negative_Random
berserk sale,🗳️🗳️,"[':ballot_box_with_ballot:', ':ballot_box_with_ballot:']",Reduplication,Negative_Random
nice south,⏳⏳,"[':hourglass_flowing_sand:', ':hourglass_flowing_sand:']",Reduplication,Negative_Random
callous hop,❓❓,"[':question_mark:', ':question_mark:']",Reduplication,Negative_Random
kindhearted round,💪💪,"[':flexed_biceps:', ':flexed_biceps:']",Reduplication,Negative_Random
numberless variable,🪙🪙,"[':coin:', ':coin:']",Reduplication,Negative_Random
cute sediment,🙏🙏,"[':folded_hands:', ':folded_hands:']",Reduplication,Negative_Random
utopian spirituality,🌍🌍,"[':globe_showing_europe_africa:', ':globe_showing_europe_africa:']",Reduplication,Negative_Random
skillful mime,🟦🟦,"[':blue_square:', ':blue_square:']",Reduplication,Negative_Random
spectacular station,🫕🫕🫕,"[':fondue:', ':fondue:', ':fondue:']",Reduplication,Negative_Random
adorable metric,🌅🌅,"[':sunrise:', ':sunrise:']",Reduplication,Negative_Random
grieving pattern,♻️♻️,"[':recycling_symbol:', ':recycling_symbol:']",Reduplication,Negative_Random
flaky catch,📢📢,"[':loudspeaker:', ':loudspeaker:']",Reduplication,Negative_Random
spiffy cassock,✨✨,"[':sparkles:', ':sparkles:']",Reduplication,Negative_Random
sable syndicate,🏛️🏛️,"[':classical_building:', ':classical_building:']",Reduplication,Negative_Random
quack republic,🎁🎁,"[':wrapped_gift:', ':wrapped_gift:']",Reduplication,Negative_Random
impossible signup,🔧🔧,"[':wrench:', ':wrench:']",Reduplication,Negative_Random
motionless orchestra,↔️↔️,"[':left_right_arrow:', ':left_right_arrow:']",Reduplication,Negative_Random
sulky barge,💓💓,"[':beating_heart:', ':beating_heart:']",Reduplication,Negative_Random
unaccountable methodology,⭐⭐,"[':star:', ':star:']",Reduplication,Negative_Random
enchanting patient,😌😌,"[':relieved_face:', ':relieved_face:']",Reduplication,Negative_Random
nasty ambiguity,⚖️⚖️,"[':balance_scale:', ':balance_scale:']",Reduplication,Negative_Random
purple dialogue,🧊🧊,"[':ice:', ':ice:']",Reduplication,Negative_Random
woebegone lounge,🚑🚑,"[':ambulance:', ':ambulance:']",Reduplication,Negative_Random
overconfident personality,🧑‍🤝‍🧑👫👭👬,"[':people_holding_hands:', ':woman_and_man_holding_hands:', ':women_holding_hands:', ':men_holding_hands:']",Reduplication,Negative_Random
fabulous lung,🎨🎨,"[':artist_palette:', ':artist_palette:']",Reduplication,Negative_Random
chivalrous playroom,📦📦,"[':package:', ':package:']",Reduplication,Negative_Random
macabre bonus,📡📡,"[':satellite:', ':satellite:']",Reduplication,Negative_Random
gullible abdomen,📖📖,"[':open_book:', ':open_book:']",Reduplication,Negative_Random
melted oval,🧄🧄,"[':garlic:', ':garlic:']",Reduplication,Negative_Random
clever metabolite,🌕🌕,"[':full_moon:', ':full_moon:']",Reduplication,Negative_Random
curious tabernacle,🔄🔄,"[':repeat:', ':repeat:']",Reduplication,Negative_Random
chunky earthworm,⚠️⚠️,"[':warning:', ':warning:']",Reduplication,Negative_Random
rapid epic,📍📍,"[':round_pushpin:', ':round_pushpin:']",Reduplication,Negative_Random
tested pinto,📦📦,"[':package:', ':package:']",Reduplication,Negative_Random
lopsided brood,😱😱,"[':face_screaming_in_fear:', ':face_screaming_in_fear:']",Reduplication,Negative_Random
cruel gong,🛣️🛣️,"[':motorway:', ':motorway:']",Reduplication,Negative_Random
vivacious pattern,🚀🚀,"[':rocket:', ':rocket:']",Reduplication,Negative_Random
abrupt peninsula,🌅🌅,"[':sunrise:', ':sunrise:']",Reduplication,Negative_Random
ugly uplift,👨👨👨👨,"[':man:', ':man:', ':man:', ':man:']",Reduplication,Negative_Random
alert puffin,🍲🍲🍲,"[':pot_of_food:', ':pot_of_food:', ':pot_of_food:']",Reduplication,Negative_Random
reflective unibody,☢️☢️,"[':radioactive:', ':radioactive:']",Reduplication,Negative_Random
perfect candidate,🥫🥫,"[':canned_food:', ':canned_food:']",Reduplication,Negative_Random
cuddly discipline,🔅🔅,"[':dim_button:', ':dim_button:']",Reduplication,Negative_Random
adventurous bedrock,🤝🤝,"[':handshake:', ':handshake:']",Reduplication,Negative_Random
marked foodstuffs,🔀🔀,"[':twisted_rightwards_arrows:', ':twisted_rightwards_arrows:']",Reduplication,Negative_Random
ahead elk,🔎🔎,"[':magnifying_glass_tilted_right:', ':magnifying_glass_tilted_right:']",Reduplication,Negative_Random
miniature resolution,🥺🥺,"[':pleading_face:', ':pleading_face:']",Reduplication,Negative_Random
nebulous interpretation,🔼🔼,"[':upwards_button:', ':upwards_button:']",Reduplication,Negative_Random
cultured airforce,🪙🪙,"[':coin:', ':coin:']",Reduplication,Negative_Random
cultured nourishment,🤫🤫,"[':shushing_face:', ':shushing_face:']",Reduplication,Negative_Random
stingy shallows,🎉🎉,"[':party_popper:', ':party_popper:']",Reduplication,Negative_Random
tested clamp,➖➖,"[':heavy_minus_sign:', ':heavy_minus_sign:']",Reduplication,Negative_Random
grandiose error,🧍🧍,"[':person_standing:', ':person_standing:']",Reduplication,Negative_Random
sulky vegetable,🧀🧀,"[':cheese_wedge:', ':cheese_wedge:']",Reduplication,Negative_Random
frail gig,🛑🛑,"[':stop_sign:', ':stop_sign:']",Reduplication,Negative_Random
icky tie,🔝🔝,"[':TOP_arrow:', ':TOP_arrow:']",Reduplication,Negative_Random
evanescent inhabitant,⚓⚓,"[':anchor:', ':anchor:']",Reduplication,Negative_Random
fanatical cook,👿👿,"[':angry_face_with_horns:', ':angry_face_with_horns:']",Reduplication,Negative_Random
open gig,🏔️🏔️,"[':snow-capped_mountain:', ':snow-capped_mountain:']",Reduplication,Negative_Random
healthy gravy,🕍🕍,"[':synagogue:', ':synagogue:']",Reduplication,Negative_Random
miniature cap,📈📈,"[':chart_increasing:', ':chart_increasing:']",Reduplication,Negative_Random
glamorous mix,🏠🏠,"[':house:', ':house:']",Reduplication,Negative_Random
ancient moron,☕☕,"[':hot_beverage:', ':hot_beverage:']",Reduplication,Negative_Random
legal sousaphone,📞📞,"[':telephone_receiver:', ':telephone_receiver:']",Reduplication,Negative_Random
incandescent breeze,💼💼,"[':briefcase:', ':briefcase:']",Reduplication,Negative_Random
homeless mime,🍷🍷,"[':wine_glass:', ':wine_glass:']",Reduplication,Negative_Random
lacking chili,🛁🛁,"[':bathtub:', ':bathtub:']",Reduplication,Negative_Random
combative medication,👥👥,"[':busts_in_silhouette:', ':busts_in_silhouette:']",Reduplication,Negative_Random
sore debt,🌬️🌬️,"[':wind_face:', ':wind_face:']",Reduplication,Negative_Random
